id;name;geoid;geoname;value;datetime
541;Previsión de la producción eólica nacional peninsular;;;9816;2017-01-10T09:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10077;2017-01-10T10:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10324;2017-01-10T11:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10831;2017-01-10T12:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;11232;2017-01-10T13:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;11911;2017-01-10T14:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;12489;2017-01-10T15:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;12558;2017-01-10T16:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;12306;2017-01-10T17:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;12108;2017-01-10T18:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;11846;2017-01-10T19:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;11818;2017-01-10T20:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;11632;2017-01-10T21:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;11323;2017-01-10T22:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;11134;2017-01-10T23:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10849;2017-01-11T00:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10791;2017-01-11T01:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10767;2017-01-11T02:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10347;2017-01-11T03:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9831;2017-01-11T04:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9387;2017-01-11T05:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9224;2017-01-11T06:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9046;2017-01-11T07:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;8462;2017-01-11T08:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7690;2017-01-11T09:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6947;2017-01-11T10:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6388;2017-01-11T11:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6269;2017-01-11T12:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6021;2017-01-11T13:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5683;2017-01-11T14:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5324;2017-01-11T15:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5088;2017-01-11T16:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4717;2017-01-11T17:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4350;2017-01-11T18:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4407;2017-01-11T19:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4357;2017-01-11T20:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4184;2017-01-11T21:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4175;2017-01-11T22:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4351;2017-01-11T23:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4548;2017-01-12T00:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4514;2017-01-12T01:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4244;2017-01-12T02:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3941;2017-01-12T03:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4004;2017-01-12T04:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3991;2017-01-12T05:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4230;2017-01-12T06:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4719;2017-01-12T07:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5175;2017-01-12T08:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5620;2017-01-12T09:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5611;2017-01-12T10:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5919;2017-01-12T11:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6973;2017-01-12T12:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7801;2017-01-12T13:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;8566;2017-01-12T14:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9166;2017-01-12T15:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9225;2017-01-12T16:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;8619;2017-01-12T17:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;8580;2017-01-12T18:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9323;2017-01-12T19:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9546;2017-01-12T20:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9676;2017-01-12T21:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9845;2017-01-12T22:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10119;2017-01-12T23:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10587;2017-01-13T00:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10911;2017-01-13T01:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10882;2017-01-13T02:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10719;2017-01-13T03:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10675;2017-01-13T04:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10888;2017-01-13T05:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10720;2017-01-13T06:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10393;2017-01-13T07:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9887;2017-01-13T08:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9328;2017-01-13T09:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9572;2017-01-13T10:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9602;2017-01-13T11:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10243;2017-01-13T12:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10407;2017-01-13T13:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10253;2017-01-13T14:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10517;2017-01-13T15:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;10500;2017-01-13T16:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;9937;2017-01-13T17:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;8929;2017-01-13T18:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;8358;2017-01-13T19:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7759;2017-01-13T20:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6957;2017-01-13T21:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6473;2017-01-13T22:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5893;2017-01-13T23:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5831;2017-01-14T00:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6269;2017-01-14T01:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6511;2017-01-14T02:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;6899;2017-01-14T03:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7212;2017-01-14T04:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7357;2017-01-14T05:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7883;2017-01-14T06:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7989;2017-01-14T07:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7571;2017-01-14T08:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7341;2017-01-14T09:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;7190;2017-01-14T10:00:00+01:00
